PLAN_ID,CREDITOS,MEDIA,CURSO_INICIO,NOTA_PAU_FISICA,NOTA_PAU_MATEMATICAS II,NOTA_PAU_CALIFICACION,PLAN_DESC,NOTA_FUNDAMENTOS DE PROGRAMACIÓN,NOTA_ONDAS ELECTROMAGNÉTICAS,NOTA_SISTEMAS Y CIRCUITOS,NOTA_TEORÍA DE LA COMUNICACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,MATRICS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_TOTALES_ONDAS ELECTROMAGNÉTICAS,MATRICS_TOTALES_SISTEMAS Y CIRCUITOS,MATRICS_TOTALES_TEORÍA DE LA COMUNICACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,CONVOCS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_TOTALES_ONDAS ELECTROMAGNÉTICAS,CONVOCS_TOTALES_SISTEMAS Y CIRCUITOS,CONVOCS_TOTALES_TEORÍA DE LA COMUNICACIÓN
5051,169.5,6.714159292035398,2015-16,,2.25,5.92,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,6.2,5.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,6.0,4.0,3.0
5051,136.5,6.472527472527473,2016-17,4.05,7.3,7.05,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,,5.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,
5051,228.0,7.252631578947368,2016-17,5.0,5.5,6.53,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.2,6.3,6.9,7.6,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,3.0,4.0,1.0,7.0,3.0,4.0
5051,234.0,7.5070512820512825,2016-17,2.1,5.0,8.1,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.7,6.4,6.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0
5051,164.5,6.641033434650456,2016-17,1.35,6.0,6.7,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,,6.0,5.7,1.0,,1.0,3.0,1.0,,1.0,4.0,1.0,,2.0,7.0,1.0,,2.0,10.0
5051,198.0,6.53030303030303,2016-17,3.8,7.0,6.71,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.1,5.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0
5051,163.5,6.2853211009174315,2016-17,4.55,8.5,6.72,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,,5.8,5.3,1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,1.0,9.0,1.0,,1.0,9.0
5051,150.0,6.769,2016-17,3.25,6.5,6.98,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,,5.1,,1.0,,1.0,,2.0,,1.0,,3.0,,1.0,,4.0,,1.0,
5051,210.0,6.5842857142857145,2016-17,3.85,5.25,6.97,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.3,5.1,5.1,5.1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0
5051,216.0,7.878472222222222,2016-17,6.6,6.5,8.76,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.6,6.3,5.0,6.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
5051,208.5,6.853237410071942,2016-17,1.2,4.5,6.84,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.1,5.6,5.9,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0
5051,202.5,6.805185185185185,2016-17,,0.5,6.29,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,6.1,5.3,5.9,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,7.0,1.0,3.0,4.0
5051,210.0,7.0164285714285715,2016-17,7.8,10.0,9.01,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.0,6.4,6.7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0
5051,222.0,6.879729729729729,2016-17,2.5,9.25,7.41,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,5.4,6.3,6.2,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0
5051,226.0,7.746902654867257,2016-17,7.3,8.6,7.86,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.8,5.6,7.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
5051,239.0,8.724686192468619,2016-17,9.6,5.0,7.99,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,7.8,6.3,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,234.0,7.1626068376068375,2016-17,5.0,9.15,8.17,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.5,6.4,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
5051,123.0,6.6536585365853655,2016-17,4.7,1.25,7.85,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.1,6.3,5.0,,1.0,1.0,1.0,,3.0,2.0,2.0,,1.0,1.0,1.0,,8.0,4.0,3.0,
5051,204.0,6.286029411764705,2016-17,5.0,1.25,6.25,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.0,5.3,5.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0
5051,162.0,6.817592592592593,2016-17,,5.0,6.59,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.8,,5.7,,1.0,,3.0,,2.0,,3.0,,3.0,,7.0,,4.0,,7.0
5051,139.5,6.6967741935483875,2016-17,7.8,7.5,7.04,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.5,7.0,,6.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0
5051,150.0,7.24,2016-17,5.0,8.0,6.85,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.3,,5.5,,1.0,,1.0,,2.0,,1.0,,3.0,,2.0,,4.0,,2.0
5051,144.0,6.714583333333334,2016-17,7.2,8.0,6.65,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.3,,6.6,,1.0,,3.0,,1.0,,3.0,,2.0,,7.0,,2.0,,7.0
5051,168.0,7.339285714285714,2017-18,6.3,8.7,7.81,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.3,,7.9,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5051,180.0,7.418333333333333,2016-17,4.18,3.38,6.85,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.6,,5.8,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0
5051,175.5,6.193162393162393,2016-17,,,6.02,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.0,5.1,5.7,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,6.0,5.0,4.0
5051,222.0,6.810135135135135,2016-17,3.8,1.75,5.84,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.2,5.1,5.0,6.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0
5051,180.0,6.474166666666666,2016-17,6.4,2.75,5.92,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.5,,6.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,5.0,
5051,192.0,6.87109375,2016-17,,4.0,6.63,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.4,7.0,5.4,5.8,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0
5051,120.0,6.84,2017-18,5.0,6.95,7.54,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,5.2,7.4,6.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5051,222.0,8.200000000000001,2017-18,5.75,7.5,7.99,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.3,5.0,7.1,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,216.0,7.520138888888888,2017-18,5.8,7.4,6.91,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.1,7.3,5.3,7.4,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,5.0,6.0,4.0
5051,154.5,6.475728155339806,2017-18,5.5,7.5,8.4,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,,6.0,5.6,1.0,,1.0,2.0,1.0,,2.0,2.0,2.0,,2.0,4.0,2.0,,3.0,4.0
5051,206.0,7.624757281553398,2017-18,3.75,4.75,7.43,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.0,5.0,7.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,228.0,7.123026315789473,2017-18,5.75,3.5,7.01,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.0,6.3,5.8,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,4.0
5051,234.0,8.36923076923077,2017-18,8.55,5.2,,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.3,7.6,8.6,9.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,120.0,6.895,2017-18,7.25,7.5,8.53,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.5,5.2,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5051,202.5,7.11037037037037,2017-18,,4.5,7.61,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.4,5.7,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0
5051,223.0,7.160986547085202,2017-18,6.7,8.15,7.5,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,7.5,5.2,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0
5051,184.5,6.397560975609756,2017-18,5.0,6.13,6.72,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,,5.9,5.2,1.0,,1.0,1.0,1.0,,1.0,3.0,1.0,,2.0,2.0,1.0,,2.0,6.0
5051,224.0,7.452008928571429,2017-18,7.15,6.3,8.38,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,5.0,5.1,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,136.5,6.3428571428571425,2017-18,2.0,6.2,6.41,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,,5.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,
5051,144.0,6.230208333333334,2017-18,3.3,3.1,6.24,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,,6.0,5.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,1.0,,2.0,2.0
5051,132.0,7.239772727272727,2017-18,2.5,5.0,6.5,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.5,,7.3,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5051,136.5,6.7263736263736265,2017-18,7.2,4.0,5.84,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.7,,5.6,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,4.0
5051,130.5,7.155172413793103,2017-18,,3.25,6.84,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.2,,7.6,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5051,126.0,6.769047619047619,2017-18,8.7,3.75,6.07,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,7.0,,5.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5051,150.0,7.221000000000001,2017-18,7.15,6.25,7.18,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.9,,7.8,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5051,132.0,6.5249999999999995,2017-18,,4.5,7.82,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,,5.3,6.7,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,2.0,1.0
5051,126.0,6.582142857142857,2017-18,5.0,6.75,7.03,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.4,,5.8,,2.0,,2.0,,2.0,,2.0,,6.0,,3.0,,6.0,,3.0
5051,144.0,6.620833333333334,2017-18,,6.25,7.65,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.1,,5.0,,3.0,,1.0,,5.0,,2.0,,9.0,,1.0,,12.0,,3.0
5051,187.5,6.9776,2017-18,5.0,5.0,6.48,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.5,6.6,5.3,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,6.0,1.0,7.0,2.0,6.0
5051,232.0,8.238793103448277,2018-19,8.8,8.5,9.36,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,7.0,6.2,7.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5051,214.0,7.030140186915888,2018-19,6.1,7.75,7.06,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,6.4,5.0,5.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0
5051,192.0,7.0796874999999995,2018-19,7.1,8.75,8.07,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,6.1,6.1,5.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0
5051,240.0,8.6225,2018-19,5.1,10.0,9.57,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,7.3,7.4,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,198.0,6.919696969696969,2018-19,5.6,8.0,6.9,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,7.0,5.8,6.2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0
5051,175.5,6.796581196581196,2018-19,7.0,7.75,7.29,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.1,6.0,5.3,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0
5051,228.0,8.101973684210526,2018-19,5.95,9.5,7.98,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.3,5.7,8.3,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
5051,204.0,7.035294117647059,2018-19,8.0,8.5,7.81,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.5,6.6,5.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0
5051,216.0,7.459722222222222,2018-19,5.6,9.75,8.39,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,7.0,8.5,5.9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0
5051,192.0,7.71484375,2018-19,5.0,9.75,8.49,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,6.6,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
5051,210.0,7.409999999999999,2018-19,2.7,9.25,7.68,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.3,5.4,7.2,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,240.0,9.17375,2018-19,10.0,10.0,9.68,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,9.5,9.2,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,210.0,7.452619047619048,2018-19,,10.0,8.14,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,6.1,5.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,210.0,6.8792857142857144,2018-19,,6.0,7.12,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.3,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5051,210.0,6.685714285714286,2018-19,,8.25,7.44,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.0,6.1,5.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5051,120.0,8.075,2018-19,5.4,8.75,8.38,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.5,8.0,7.9,8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,240.0,8.81125,2018-19,8.0,9.0,8.54,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,8.1,8.7,8.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,192.0,7.065625,2018-19,3.0,8.5,7.72,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.5,5.0,5.0,5.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0
5051,210.0,7.137142857142857,2018-19,6.3,8.75,7.66,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.0,5.4,6.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
5051,126.0,6.2976190476190474,2018-19,1.0,5.75,6.67,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.4,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,5.0,4.0,4.0
5051,151.5,6.352475247524752,2018-19,1.9,4.63,6.65,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,,5.5,,1.0,,1.0,,1.0,,2.0,,3.0,,2.0,,3.0,,4.0,
5051,124.5,6.83855421686747,2018-19,5.6,5.0,6.7,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.1,,6.5,,1.0,,1.0,,2.0,,1.0,,3.0,,1.0,,4.0,,1.0
5051,129.0,7.47906976744186,2018-19,,,6.44,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,5.8,,5.3,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,,1.0,1.0,3.0,,1.0
5051,129.0,6.909302325581395,2018-19,1.8,2.75,6.1,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.2,,,,1.0,,,,1.0,,,,2.0,,,,2.0,,
5051,138.0,7.391304347826087,2018-19,3.0,7.4,8.42,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.7,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,
5051,126.0,6.967857142857143,2018-19,7.2,9.25,7.67,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.0,,5.8,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,2.0,,3.0
5051,144.0,7.331250000000001,2018-19,6.2,6.75,7.14,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.6,,7.0,,2.0,,2.0,,4.0,,3.0,,6.0,,4.0,,9.0,,7.0
5051,138.0,6.889130434782609,2018-19,7.6,9.25,8.66,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,,6.3,,1.0,,1.0,,3.0,,2.0,,2.0,,1.0,,7.0,,4.0
5051,148.5,6.5464646464646465,2018-19,0.8,4.0,5.23,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,,7.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,7.0,,1.0
5051,123.0,6.432926829268292,2018-19,3.7,7.25,8.27,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,,7.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5051,180.0,7.948333333333333,2019-20,,10.0,8.13,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,6.5,7.7,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,122.5,6.9432653061224485,2019-20,6.9,5.0,7.01,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.4,,6.6,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,
5051,142.5,6.334736842105263,2019-20,5.7,6.0,6.62,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,7.0,5.7,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,
5051,162.0,6.893518518518518,2019-20,7.6,9.5,8.19,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.5,,6.5,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,
5051,138.0,7.019565217391305,2019-20,,6.0,7.78,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.5,,5.2,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,
5051,132.0,7.232954545454546,2019-20,7.4,8.5,9.09,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.0,7.6,5.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
5051,130.5,6.360919540229885,2019-20,,6.5,7.75,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,6.3,5.0,5.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0
5051,144.5,6.659515570934256,2019-20,7.4,6.5,8.37,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.3,7.0,5.8,5.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
5051,136.5,6.594505494505494,2019-20,8.1,4.08,6.77,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,5.2,5.7,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,
5051,120.0,7.04,2020-21,5.4,6.0,8.13,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.8,7.1,5.9,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,120.0,7.930000000000001,2020-21,4.4,9.0,8.34,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.6,9.5,7.2,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,120.0,7.444999999999999,2020-21,7.9,9.25,8.32,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.4,7.8,5.6,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
