PLAN_ID,CREDITOS,MEDIA,CURSO_INICIO,NOTA_PAU_FISICA,NOTA_PAU_MATEMATICAS II,NOTA_PAU_CALIFICACION,PLAN_DESC,NOTA_FUNDAMENTOS DE PROGRAMACIÓN,NOTA_ONDAS ELECTROMAGNÉTICAS,NOTA_SISTEMAS Y CIRCUITOS,NOTA_TEORÍA DE LA COMUNICACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,MATRICS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_TOTALES_ONDAS ELECTROMAGNÉTICAS,MATRICS_TOTALES_SISTEMAS Y CIRCUITOS,MATRICS_TOTALES_TEORÍA DE LA COMUNICACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,CONVOCS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_TOTALES_ONDAS ELECTROMAGNÉTICAS,CONVOCS_TOTALES_SISTEMAS Y CIRCUITOS,CONVOCS_TOTALES_TEORÍA DE LA COMUNICACIÓN
5041,144.0,6.430208333333333,2016-17,3.5,4.5,7.04,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.3,,5.0,5.8,1.0,,1.0,3.0,4.0,,1.0,3.0,3.0,,2.0,7.0,11.0,,2.0,7.0
5041,132.0,6.346590909090909,2016-17,4.25,5.25,7.27,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,5.8,,5.1,,1.0,,2.0,,3.0,,3.0,,2.0,,5.0,,9.0,,6.0
5041,240.0,7.913749999999999,2016-17,3.75,8.25,7.51,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.6,7.3,5.3,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,186.0,6.765322580645161,2016-17,4.3,6.5,6.58,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,5.5,5.3,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0
5041,240.0,9.131875,2017-18,8.2,10.0,9.12,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,7.7,8.5,9.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,222.0,6.845945945945946,2017-18,7.1,7.8,9.15,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.4,5.5,6.1,5.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,7.0,2.0,2.0
5041,234.0,7.830128205128205,2017-18,7.9,7.75,8.13,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,6.3,8.3,7.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,210.0,7.726428571428571,2017-18,3.15,5.1,7.83,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,7.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,186.0,7.179838709677419,2017-18,6.8,4.25,7.44,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.5,6.0,5.3,6.6,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
5041,174.0,6.752586206896552,2017-18,5.4,8.35,8.35,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.3,7.0,6.4,7.5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0
5041,204.0,7.152941176470589,2017-18,3.8,8.0,7.99,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,7.5,5.0,7.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0
5041,234.0,7.939102564102564,2017-18,6.2,9.0,8.53,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.7,7.0,5.0,8.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,144.0,6.0625,2017-18,3.4,6.0,7.34,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,6.3,5.1,5.1,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,7.0,2.0,3.0
5041,205.0,7.214634146341464,2017-18,,6.25,7.12,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.5,7.0,6.3,5.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,4.0
5041,240.0,7.610625,2017-18,7.6,6.9,8.29,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.2,5.8,6.8,7.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0
5041,120.0,6.864999999999999,2017-18,,6.75,8.33,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,5.8,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,
5041,126.0,7.355952380952381,2017-18,,,7.48,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,,,5.7,,,,1.0,,,,1.0,,,,1.0,,,,1.0
5041,174.0,7.537931034482758,2017-18,5.4,5.25,7.91,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,6.4,,7.3,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
5041,208.0,7.291826923076924,2017-18,8.95,8.5,8.59,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,5.2,5.0,5.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,138.0,6.227173913043479,2017-18,3.75,6.13,6.92,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.0,5.3,5.7,5.9,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,10.0,2.0,4.0
5041,240.0,8.598749999999999,2018-19,,9.0,9.41,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,7.4,8.8,6.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,174.0,6.574137931034484,2018-19,5.1,9.0,8.82,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.5,5.2,5.0,5.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0
5041,216.0,7.798611111111111,2018-19,5.3,6.75,7.33,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,7.0,8.2,7.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,186.0,6.813709677419355,2018-19,7.6,9.75,8.25,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.5,5.6,5.0,5.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0
5041,228.0,7.578947368421052,2018-19,5.6,6.75,6.97,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,5.3,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,222.0,7.5128378378378375,2018-19,3.9,8.75,7.46,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,6.5,7.6,6.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,228.0,6.823026315789474,2018-19,6.9,8.75,7.67,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.5,5.3,7.3,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,198.0,7.1856060606060606,2018-19,6.8,9.5,9.14,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,6.2,6.5,7.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
5041,174.0,6.434482758620689,2018-19,7.5,10.0,8.19,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,6.1,6.5,5.7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0
5041,234.0,8.760683760683762,2018-19,8.2,10.0,9.34,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,7.0,9.4,8.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,120.0,6.36875,2018-19,7.9,6.5,8.75,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.0,,6.7,5.3,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0
5041,240.0,9.164375,2018-19,8.7,9.75,9.26,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,9.5,9.6,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,138.0,6.2402173913043475,2018-19,,6.75,6.49,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.5,5.1,5.9,5.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0
5041,198.0,6.316666666666667,2018-19,5.5,6.75,8.05,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,5.8,5.0,5.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0
5041,120.0,6.4399999999999995,2018-19,6.85,6.25,,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.5,,7.8,5.8,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0
5041,240.0,7.801875,2018-19,8.8,9.75,7.85,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.2,8.0,6.3,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,168.0,6.316964285714286,2018-19,3.9,8.0,7.1,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,5.2,6.3,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,228.0,7.637499999999999,2018-19,6.9,7.25,7.87,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,5.5,6.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,198.0,7.277272727272727,2018-19,8.8,9.75,9.1,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.5,6.0,7.5,6.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,139.5,6.205376344086021,2018-19,5.2,7.25,6.84,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.5,5.0,5.6,6.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0
5041,234.0,7.062820512820513,2018-19,7.15,9.4,8.69,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.5,7.2,7.4,6.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
5041,216.0,6.884027777777778,2018-19,8.5,5.0,7.55,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.5,7.3,6.3,5.7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0
5041,124.5,6.21566265060241,2018-19,5.0,6.25,5.82,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.3,,5.1,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,3.0,,1.0,
5041,126.0,6.542857142857143,2018-19,5.9,7.75,7.2,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,,,5.8,,,,1.0,,,,1.0,,,,1.0,,,,1.0
5041,132.0,6.431818181818182,2019-20,,8.0,7.75,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.4,,5.2,5.2,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,3.0
5041,180.0,7.1425,2019-20,8.3,8.5,8.82,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,7.2,6.6,5.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,180.0,7.319166666666667,2019-20,9.5,8.0,8.5,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.2,5.5,7.0,7.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,126.0,6.396428571428571,2019-20,5.5,9.0,8.5,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.4,5.0,5.9,5.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,126.0,6.223809523809524,2019-20,1.9,5.0,7.2,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.5,6.3,5.0,5.1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0
5041,162.0,6.931481481481482,2019-20,7.8,8.5,7.75,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.6,7.3,5.6,5.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0
5041,162.0,6.618518518518519,2019-20,6.8,7.5,8.57,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,5.0,6.2,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,150.0,7.248,2019-20,6.1,7.75,8.06,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.5,6.0,5.0,5.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,126.0,6.1761904761904765,2019-20,6.8,3.0,6.39,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.4,6.5,7.0,5.4,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0
5041,156.0,6.392307692307693,2019-20,3.95,5.88,6.7,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.5,7.6,6.2,5.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
5041,132.0,7.030681818181818,2019-20,6.55,6.25,8.37,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,5.8,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,
5041,132.0,7.956818181818181,2019-20,,3.75,7.0,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),,7.3,,6.5,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,3.0,,1.0
5041,120.0,7.8100000000000005,2020-21,8.5,10.0,9.56,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,8.0,6.4,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,120.0,7.34,2020-21,8.9,9.75,9.39,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.8,7.3,5.4,6.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,222.0,7.047972972972973,2010-11,6.3,9.75,8.67,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.9,7.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0
5051,234.0,7.194230769230769,2010-11,,7.75,6.31,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.2,7.1,5.4,6.6,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0
5051,186.0,6.604032258064516,2010-11,,,5.92,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.6,5.0,5.2,7.7,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,7.0,2.0,1.0
5051,229.5,6.8771241830065355,2010-11,,6.5,7.41,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.3,6.1,5.5,6.7,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,6.0,2.0,2.0,6.0,8.0,2.0,2.0
5051,208.5,7.166906474820144,2010-11,7.7,,8.01,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,6.0,7.0,7.5,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,7.0,5.0,6.0,3.0
5051,216.0,6.803472222222222,2010-11,6.0,9.5,7.28,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.5,6.0,6.0,5.5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,6.0,5.0,3.0,4.0
5051,132.0,6.261363636363637,2010-11,3.4,6.5,6.38,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,,,5.5,,,,2.0,,,,2.0,,,,5.0,,,,5.0
5051,180.0,6.2475,2010-11,6.6,8.67,7.25,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.5,6.2,5.0,5.8,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,9.0,4.0,5.0,4.0,12.0,4.0,7.0
5051,222.0,7.741891891891892,2010-11,6.1,6.6,8.28,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.8,5.1,6.0,5.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0
5051,199.5,6.981203007518797,2010-11,,5.0,6.06,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.8,5.0,5.0,6.3,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0
5051,222.0,6.82027027027027,2010-11,,9.75,8.14,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.4,5.2,6.3,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,4.0,6.0,4.0,4.0
5051,228.0,6.857894736842105,2010-11,5.8,,8.39,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.2,6.8,5.7,6.4,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0
5051,145.5,5.953608247422681,2010-11,3.1,4.7,5.9,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,,5.9,,,,1.0,,,,1.0,,,,1.0,,,,1.0,
5051,222.0,6.974324324324324,2010-11,4.0,4.5,6.07,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.1,7.0,5.2,5.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0
5051,204.0,7.209558823529412,2010-11,3.8,3.8,5.92,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.1,5.0,5.1,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,6.0,4.0,5.0
5051,175.5,6.6811965811965806,2010-11,4.8,5.75,5.64,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.9,5.0,6.1,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,7.0
5051,186.0,7.019354838709677,2010-11,4.2,3.5,6.19,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.2,5.0,5.3,,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,6.0,1.0,2.0
5051,168.0,6.75625,2010-11,4.1,6.0,7.76,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,5.9,6.3,,1.0,1.0,1.0,,3.0,1.0,2.0,,3.0,1.0,2.0,,8.0,1.0,4.0
5051,174.0,6.289655172413793,2010-11,2.8,5.8,5.72,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,5.0,5.7,6.2,1.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,7.0,1.0,2.0,4.0,10.0,6.0,9.0
5051,172.0,6.900872093023256,2010-11,3.4,4.25,5.44,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.5,5.0,5.1,5.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,11.0,8.0,1.0,3.0,11.0,8.0,1.0,9.0
5051,222.0,8.646621621621621,2010-11,3.3,7.5,6.52,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.9,8.0,9.0,,1.0,2.0,2.0,,1.0,2.0,3.0,,1.0,4.0,5.0,,1.0,4.0,6.0
5051,172.5,6.684347826086956,2010-11,1.9,,5.31,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.0,6.2,5.9,1.0,2.0,1.0,2.0,1.0,5.0,3.0,5.0,3.0,6.0,2.0,4.0,3.0,15.0,6.0,12.0
5051,197.0,6.828426395939086,2011-12,,7.0,6.45,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.8,5.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,11.0,8.0,3.0
5051,198.0,7.112121212121212,2011-12,9.85,9.5,8.2,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.8,6.1,5.0,6.1,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,8.0,2.0,2.0
5051,120.0,8.235000000000001,2011-12,,,8.83,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,5.7,7.7,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,192.0,6.6820312500000005,2011-12,9.2,2.5,7.17,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.7,5.0,5.0,6.7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0
5051,234.0,7.13974358974359,2011-12,8.4,3.5,8.21,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.4,6.0,6.7,6.6,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0
5051,228.0,8.023026315789474,2011-12,6.8,5.5,8.34,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,7.2,5.2,8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5051,234.0,7.392948717948718,2011-12,9.8,5.0,8.06,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,5.7,6.4,6.5,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,8.0,4.0,2.0,1.0,8.0,4.0,3.0
